id,malId,snapshotDate,rank,popularity,score,scoredBy,members,favorites,etlRunId,genres,title
380,38524,2025-07-07,6,20,9.05,1723981,2541216,59890,rankings-20250707-210408-be33c4a2,"{Action,Drama,Suspense}",Shingeki no Kyojin Season 3 Part 2
381,39486,2025-07-07,8,1561,9.05,79615,176091,4610,rankings-20250707-210408-be33c4a2,"{Action,Comedy,Drama,Sci-Fi}",Gintama: The Final
382,40028,2025-07-07,37,30,8.79,1411108,2214407,54733,rankings-20250707-210408-be33c4a2,"{Action,Drama,Suspense}",Shingeki no Kyojin: The Final Season
383,40682,2025-07-07,31,1986,8.82,49121,125705,2468,rankings-20250707-210408-be33c4a2,{Action},Kingdom 3rd Season
384,41467,2025-07-07,12,353,8.98,358975,636279,21870,rankings-20250707-210408-be33c4a2,"{Action,Adventure,Supernatural}",Bleach: Sennen Kessen-hen
385,42938,2025-07-07,18,453,8.91,270582,537261,20995,rankings-20250707-210408-be33c4a2,"{Drama,Romance,Supernatural}",Fruits Basket: The Final
386,43608,2025-07-07,10,171,9.02,603914,1076885,33551,rankings-20250707-210408-be33c4a2,"{Comedy,Romance}",Kaguya-sama wa Kokurasetai: Ultra Romantic
387,47917,2025-07-07,48,315,8.74,443546,703652,33702,rankings-20250707-210408-be33c4a2,{Comedy},Bocchi the Rock!
388,48583,2025-07-07,43,92,8.76,883891,1489354,32400,rankings-20250707-210408-be33c4a2,"{Action,Drama,Suspense}",Shingeki no Kyojin: The Final Season Part 2
389,49387,2025-07-07,32,282,8.81,428458,770137,18087,rankings-20250707-210408-be33c4a2,"{Action,Adventure,Drama}",Vinland Saga Season 2
390,51009,2025-07-07,46,125,8.74,721078,1267517,24006,rankings-20250707-210408-be33c4a2,"{Action,Supernatural}",Jujutsu Kaisen 2nd Season
391,51535,2025-07-07,21,265,8.90,491635,800045,16975,rankings-20250707-210408-be33c4a2,"{Action,Drama,Suspense}",Shingeki no Kyojin: The Final Season - Kanketsu-hen
392,52991,2025-07-07,1,134,9.25,713985,1222888,76148,rankings-20250707-210408-be33c4a2,"{Adventure,Drama,Fantasy}",Sousou no Frieren
393,54492,2025-07-07,20,317,8.91,384796,708349,22489,rankings-20250707-210408-be33c4a2,"{Drama,Mystery}",Kusuriya no Hitorigoto
394,55255,2025-07-07,33,6825,8.80,4312,10797,570,rankings-20250707-210408-be33c4a2,"{Drama,Sci-Fi,Suspense}",Alien Stage
395,55690,2025-07-07,50,953,8.72,154617,279283,5935,rankings-20250707-210408-be33c4a2,"{Comedy,Romance}",Boku no Kokoro no Yabai Yatsu 2nd Season
396,58514,2025-07-07,25,688,8.88,163046,379820,5498,rankings-20250707-210408-be33c4a2,"{Drama,Mystery}",Kusuriya no Hitorigoto 2nd Season
397,59192,2025-07-07,30,1514,8.83,9072,181982,1610,rankings-20250707-210408-be33c4a2,"{Action,Supernatural}",Kimetsu no Yaiba Movie: Mugen Jou-hen
398,59571,2025-07-07,36,3081,8.79,21959,59588,426,rankings-20250707-210408-be33c4a2,"{Action,Drama,Suspense}",Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack
399,60022,2025-07-07,9,2036,9.05,88034,121237,2366,rankings-20250707-210408-be33c4a2,"{Action,Adventure,Fantasy}",One Piece Fan Letter
400,60489,2025-07-07,22,1408,8.89,88128,188970,3812,rankings-20250707-210408-be33c4a2,"{Drama,Sci-Fi}",Takopii no Genzai
401,1,2025-07-08,45,42,8.76,1037315,2014463,84932,rankings-20250708-210408-e124e707,"{Action,""Award Winning"",Sci-Fi}",Cowboy Bebop
402,19,2025-07-08,26,120,8.86,472230,1249926,58461,rankings-20250708-210408-e124e707,"{Drama,Mystery,Suspense}",Monster
403,199,2025-07-08,34,43,8.81,1351642,1985407,34653,rankings-20250708-210408-e124e707,"{Adventure,""Award Winning"",Fantasy}",Sen to Chihiro no Kamikakushi
404,263,2025-07-08,32,354,8.82,321551,650073,23517,rankings-20250708-210408-e124e707,{Sports},Hajime no Ippo
405,820,2025-07-08,7,744,9.06,84004,348928,17668,rankings-20250708-210408-e124e707,"{Drama,Sci-Fi}",Ginga Eiyuu Densetsu
406,918,2025-07-08,22,151,8.89,414443,1124171,62147,rankings-20250708-210408-e124e707,"{Action,Comedy,Sci-Fi}",Gintama
407,2904,2025-07-08,16,48,8.96,1294921,1856322,80861,rankings-20250708-210408-e124e707,"{Action,""Award Winning"",Drama,Sci-Fi}",Code Geass: Hangyaku no Lelouch R2
408,2921,2025-07-08,37,3114,8.79,24325,62881,3027,rankings-20250708-210408-e124e707,"{Drama,Sports}",Ashita no Joe 2
409,4181,2025-07-08,21,122,8.89,704591,1254516,71118,rankings-20250708-210408-e124e707,"{Drama,Romance}",Clannad: After Story
410,5114,2025-07-08,2,3,9.15,2266301,3507594,233911,rankings-20250708-210408-e124e707,"{Action,Adventure,Drama,Fantasy}",Fullmetal Alchemist: Brotherhood
411,9253,2025-07-08,4,13,9.07,1457878,2723810,197046,rankings-20250708-210408-e124e707,"{Drama,Sci-Fi,Suspense}",Steins;Gate
412,9969,2025-07-08,9,396,9.03,244091,603103,8682,rankings-20250708-210408-e124e707,"{Action,Comedy,Sci-Fi}",Gintama'
413,11061,2025-07-08,5,7,9.07,1926846,3101567,222133,rankings-20250708-210408-e124e707,"{Action,Adventure,Fantasy}",Hunter x Hunter (2011)
414,15335,2025-07-08,17,1040,8.93,143938,250219,2115,rankings-20250708-210408-e124e707,"{Action,Comedy,Sci-Fi}",Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare
415,15417,2025-07-08,8,745,9.04,179935,348746,3091,rankings-20250708-210408-e124e707,"{Action,Comedy,Sci-Fi}",Gintama': Enchousen
416,17074,2025-07-08,40,323,8.78,381977,724456,24433,rankings-20250708-210408-e124e707,"{Comedy,Mystery,Romance,Supernatural}",Monogatari Series: Second Season
417,28851,2025-07-08,18,18,8.92,1764626,2481507,92400,rankings-20250708-210408-e124e707,"{""Award Winning"",Drama}",Koe no Katachi
418,28977,2025-07-08,3,349,9.10,258203,673327,17186,rankings-20250708-210408-e124e707,"{Action,Comedy,Sci-Fi}",Gintama°
419,31758,2025-07-08,48,489,8.73,288285,500857,7775,rankings-20250708-210408-e124e707,"{Action,Mystery,Supernatural}",Kizumonogatari III: Reiketsu-hen
420,32281,2025-07-08,39,11,8.78,2002057,3012942,96086,rankings-20250708-210408-e124e707,"{""Award Winning"",Drama}",Kimi no Na wa.
421,32935,2025-07-08,33,116,8.81,849465,1255295,16003,rankings-20250708-210408-e124e707,{Sports},Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou
422,34096,2025-07-08,11,792,9.01,156643,345555,2817,rankings-20250708-210408-e124e707,"{Action,Comedy,Sci-Fi}",Gintama.
423,35180,2025-07-08,25,610,8.86,216059,428781,14867,rankings-20250708-210408-e124e707,{Drama},3-gatsu no Lion 2nd Season
424,35247,2025-07-08,24,612,8.87,208070,426900,8920,rankings-20250708-210408-e124e707,"{Comedy,Mystery,Supernatural}",Owarimonogatari 2nd Season
425,36838,2025-07-08,43,1193,8.77,114558,236642,1233,rankings-20250708-210408-e124e707,"{Action,Comedy,Sci-Fi}",Gintama. Shirogane no Tamashii-hen
426,37491,2025-07-08,27,1240,8.86,101884,219617,1105,rankings-20250708-210408-e124e707,"{Action,Comedy,Sci-Fi}",Gintama. Shirogane no Tamashii-hen - Kouhan-sen
427,37510,2025-07-08,49,71,8.73,1067983,1671404,33780,rankings-20250708-210408-e124e707,"{Action,Comedy,Supernatural}",Mob Psycho 100 II
428,37521,2025-07-08,44,64,8.76,975696,1680980,53326,rankings-20250708-210408-e124e707,"{Action,Adventure,Drama}",Vinland Saga
429,37987,2025-07-08,35,336,8.81,320259,693526,9582,rankings-20250708-210408-e124e707,"{""Award Winning"",Drama}",Violet Evergarden Movie
430,38524,2025-07-08,13,20,9.00,1693935,2542129,61143,rankings-20250708-210408-e124e707,"{Action,Drama,Suspense}",Shingeki no Kyojin Season 3 Part 2
431,39486,2025-07-08,6,1481,9.06,79601,168670,4452,rankings-20250708-210408-e124e707,"{Action,Comedy,Drama,Sci-Fi}",Gintama: The Final
432,40028,2025-07-08,30,30,8.83,1451273,2243164,52233,rankings-20250708-210408-e124e707,"{Action,Drama,Suspense}",Shingeki no Kyojin: The Final Season
433,40682,2025-07-08,36,2030,8.79,50018,125047,2523,rankings-20250708-210408-e124e707,{Action},Kingdom 3rd Season
434,41467,2025-07-08,12,370,9.01,345594,655141,22881,rankings-20250708-210408-e124e707,"{Action,Adventure,Supernatural}",Bleach: Sennen Kessen-hen
435,42938,2025-07-08,15,455,8.99,263009,552720,21397,rankings-20250708-210408-e124e707,"{Drama,Romance,Supernatural}",Fruits Basket: The Final
436,43608,2025-07-08,14,171,9.00,601493,1068298,32409,rankings-20250708-210408-e124e707,"{Comedy,Romance}",Kaguya-sama wa Kokurasetai: Ultra Romantic
437,47917,2025-07-08,38,308,8.79,445154,738118,33676,rankings-20250708-210408-e124e707,{Comedy},Bocchi the Rock!
438,48583,2025-07-08,46,97,8.76,860403,1436488,31396,rankings-20250708-210408-e124e707,"{Action,Drama,Suspense}",Shingeki no Kyojin: The Final Season Part 2
439,49387,2025-07-08,31,290,8.82,418944,758460,19168,rankings-20250708-210408-e124e707,"{Action,Adventure,Drama}",Vinland Saga Season 2
440,51009,2025-07-08,50,122,8.73,713002,1239819,25306,rankings-20250708-210408-e124e707,"{Action,Supernatural}",Jujutsu Kaisen 2nd Season
441,51535,2025-07-08,29,262,8.84,471036,811361,16421,rankings-20250708-210408-e124e707,"{Action,Drama,Suspense}",Shingeki no Kyojin: The Final Season - Kanketsu-hen
442,52991,2025-07-08,1,134,9.29,716454,1177302,73321,rankings-20250708-210408-e124e707,"{Adventure,Drama,Fantasy}",Sousou no Frieren
443,54492,2025-07-08,19,312,8.91,385416,686168,22264,rankings-20250708-210408-e124e707,"{Drama,Mystery}",Kusuriya no Hitorigoto
444,55255,2025-07-08,41,6628,8.78,4309,10369,596,rankings-20250708-210408-e124e707,"{Drama,Sci-Fi,Suspense}",Alien Stage
445,55690,2025-07-08,42,987,8.77,154841,275525,5789,rankings-20250708-210408-e124e707,"{Comedy,Romance}",Boku no Kokoro no Yabai Yatsu 2nd Season
446,58514,2025-07-08,23,664,8.88,163784,380840,5369,rankings-20250708-210408-e124e707,"{Drama,Mystery}",Kusuriya no Hitorigoto 2nd Season
447,59192,2025-07-08,47,1508,8.75,8673,177179,1626,rankings-20250708-210408-e124e707,"{Action,Supernatural}",Kimetsu no Yaiba Movie: Mugen Jou-hen
448,59571,2025-07-08,28,3155,8.85,21655,57164,431,rankings-20250708-210408-e124e707,"{Action,Drama,Suspense}",Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack
449,60022,2025-07-08,10,1971,9.02,90594,123097,2360,rankings-20250708-210408-e124e707,"{Action,Adventure,Fantasy}",One Piece Fan Letter
450,60489,2025-07-08,20,1358,8.90,91250,186509,3975,rankings-20250708-210408-e124e707,"{Drama,Sci-Fi}",Takopii no Genzai
451,1,2025-07-09,37,42,8.80,1031448,2010344,87250,rankings-20250709-210408-2d1be947,"{Action,""Award Winning"",Sci-Fi}",Cowboy Bebop
452,19,2025-07-09,17,119,8.93,480065,1270564,59993,rankings-20250709-210408-2d1be947,"{Drama,Mystery,Suspense}",Monster
453,199,2025-07-09,45,43,8.74,1358882,2004527,33543,rankings-20250709-210408-2d1be947,"{Adventure,""Award Winning"",Fantasy}",Sen to Chihiro no Kamikakushi
454,263,2025-07-09,41,363,8.77,322327,662700,23529,rankings-20250709-210408-2d1be947,{Sports},Hajime no Ippo
455,820,2025-07-09,12,746,9.00,86356,357463,16864,rankings-20250709-210408-2d1be947,"{Drama,Sci-Fi}",Ginga Eiyuu Densetsu
456,918,2025-07-09,18,151,8.93,411403,1137143,62115,rankings-20250709-210408-2d1be947,"{Action,Comedy,Sci-Fi}",Gintama
457,2904,2025-07-09,15,46,8.94,1295790,1913403,77675,rankings-20250709-210408-2d1be947,"{Action,""Award Winning"",Drama,Sci-Fi}",Code Geass: Hangyaku no Lelouch R2
458,2921,2025-07-09,39,2977,8.79,23668,62385,3187,rankings-20250709-210408-2d1be947,"{Drama,Sports}",Ashita no Joe 2
459,4181,2025-07-09,14,119,8.97,671032,1260969,74138,rankings-20250709-210408-2d1be947,"{Drama,Romance}",Clannad: After Story
460,5114,2025-07-09,3,3,9.07,2189034,3542346,236709,rankings-20250709-210408-2d1be947,"{Action,Adventure,Drama,Fantasy}",Fullmetal Alchemist: Brotherhood
461,9253,2025-07-09,2,13,9.07,1511882,2785371,199991,rankings-20250709-210408-2d1be947,"{Drama,Sci-Fi,Suspense}",Steins;Gate
462,9969,2025-07-09,6,394,9.03,253857,590292,8480,rankings-20250709-210408-2d1be947,"{Action,Comedy,Sci-Fi}",Gintama'
463,11061,2025-07-09,7,7,9.03,1853223,3091909,221096,rankings-20250709-210408-2d1be947,"{Action,Adventure,Fantasy}",Hunter x Hunter (2011)
464,15335,2025-07-09,28,1027,8.85,141658,249605,2102,rankings-20250709-210408-2d1be947,"{Action,Comedy,Sci-Fi}",Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare
465,15417,2025-07-09,4,750,9.05,174912,342226,3191,rankings-20250709-210408-2d1be947,"{Action,Comedy,Sci-Fi}",Gintama': Enchousen
466,17074,2025-07-09,35,322,8.81,362678,701654,23530,rankings-20250709-210408-2d1be947,"{Comedy,Mystery,Romance,Supernatural}",Monogatari Series: Second Season
467,28851,2025-07-09,20,19,8.91,1744466,2486804,90694,rankings-20250709-210408-2d1be947,"{""Award Winning"",Drama}",Koe no Katachi
468,28977,2025-07-09,9,347,9.02,265426,659873,17393,rankings-20250709-210408-2d1be947,"{Action,Comedy,Sci-Fi}",Gintama°
469,31758,2025-07-09,43,505,8.75,283623,487652,7879,rankings-20250709-210408-2d1be947,"{Action,Mystery,Supernatural}",Kizumonogatari III: Reiketsu-hen
470,32281,2025-07-09,36,11,8.80,2055921,2990643,94823,rankings-20250709-210408-2d1be947,"{""Award Winning"",Drama}",Kimi no Na wa.
471,32935,2025-07-09,33,113,8.82,865975,1265526,15630,rankings-20250709-210408-2d1be947,{Sports},Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou
472,34096,2025-07-09,10,789,9.01,156910,332239,2736,rankings-20250709-210408-2d1be947,"{Action,Comedy,Sci-Fi}",Gintama.
473,35180,2025-07-09,25,606,8.87,206909,423478,15712,rankings-20250709-210408-2d1be947,{Drama},3-gatsu no Lion 2nd Season
474,35247,2025-07-09,34,595,8.81,205494,427212,9011,rankings-20250709-210408-2d1be947,"{Comedy,Mystery,Supernatural}",Owarimonogatari 2nd Season
475,36838,2025-07-09,40,1197,8.78,114776,236499,1190,rankings-20250709-210408-2d1be947,"{Action,Comedy,Sci-Fi}",Gintama. Shirogane no Tamashii-hen
476,37491,2025-07-09,22,1232,8.89,103667,212277,1102,rankings-20250709-210408-2d1be947,"{Action,Comedy,Sci-Fi}",Gintama. Shirogane no Tamashii-hen - Kouhan-sen
477,37510,2025-07-09,42,75,8.76,1051367,1631222,34143,rankings-20250709-210408-2d1be947,"{Action,Comedy,Supernatural}",Mob Psycho 100 II
478,37521,2025-07-09,49,64,8.72,1020263,1763439,54744,rankings-20250709-210408-2d1be947,"{Action,Adventure,Drama}",Vinland Saga
479,37987,2025-07-09,27,341,8.86,325236,672828,9605,rankings-20250709-210408-2d1be947,"{""Award Winning"",Drama}",Violet Evergarden Movie
480,38524,2025-07-09,8,20,9.02,1741810,2433023,61476,rankings-20250709-210408-2d1be947,"{Action,Drama,Suspense}",Shingeki no Kyojin Season 3 Part 2
481,39486,2025-07-09,5,1557,9.04,79540,175203,4602,rankings-20250709-210408-2d1be947,"{Action,Comedy,Drama,Sci-Fi}",Gintama: The Final
482,40028,2025-07-09,38,30,8.79,1470782,2237633,52030,rankings-20250709-210408-2d1be947,"{Action,Drama,Suspense}",Shingeki no Kyojin: The Final Season
483,40682,2025-07-09,32,1954,8.83,50475,120627,2548,rankings-20250709-210408-2d1be947,{Action},Kingdom 3rd Season
484,41467,2025-07-09,13,364,8.99,355851,658146,22332,rankings-20250709-210408-2d1be947,"{Action,Adventure,Supernatural}",Bleach: Sennen Kessen-hen
485,42938,2025-07-09,21,463,8.90,260500,526770,21396,rankings-20250709-210408-2d1be947,"{Drama,Romance,Supernatural}",Fruits Basket: The Final
486,43608,2025-07-09,16,168,8.94,584293,1040999,32031,rankings-20250709-210408-2d1be947,"{Comedy,Romance}",Kaguya-sama wa Kokurasetai: Ultra Romantic
487,47917,2025-07-09,47,302,8.73,434627,739266,33669,rankings-20250709-210408-2d1be947,{Comedy},Bocchi the Rock!
488,48583,2025-07-09,48,97,8.73,849176,1481769,31326,rankings-20250709-210408-2d1be947,"{Action,Drama,Suspense}",Shingeki no Kyojin: The Final Season Part 2
489,49387,2025-07-09,26,283,8.87,434372,791845,19039,rankings-20250709-210408-2d1be947,"{Action,Adventure,Drama}",Vinland Saga Season 2
490,51009,2025-07-09,44,122,8.74,698379,1257138,24673,rankings-20250709-210408-2d1be947,"{Action,Supernatural}",Jujutsu Kaisen 2nd Season
491,51535,2025-07-09,24,262,8.88,466219,780876,16807,rankings-20250709-210408-2d1be947,"{Action,Drama,Suspense}",Shingeki no Kyojin: The Final Season - Kanketsu-hen
492,52991,2025-07-09,1,133,9.27,720333,1189327,74013,rankings-20250709-210408-2d1be947,"{Adventure,Drama,Fantasy}",Sousou no Frieren
493,54492,2025-07-09,23,327,8.88,397565,718130,22009,rankings-20250709-210408-2d1be947,"{Drama,Mystery}",Kusuriya no Hitorigoto
494,55255,2025-07-09,50,6786,8.71,4176,10588,595,rankings-20250709-210408-2d1be947,"{Drama,Sci-Fi,Suspense}",Alien Stage
495,55690,2025-07-09,46,971,8.74,154132,271495,5743,rankings-20250709-210408-2d1be947,"{Comedy,Romance}",Boku no Kokoro no Yabai Yatsu 2nd Season
496,58514,2025-07-09,19,677,8.91,169940,371478,5406,rankings-20250709-210408-2d1be947,"{Drama,Mystery}",Kusuriya no Hitorigoto 2nd Season
497,59192,2025-07-09,31,1460,8.83,8670,179040,1614,rankings-20250709-210408-2d1be947,"{Action,Supernatural}",Kimetsu no Yaiba Movie: Mugen Jou-hen
498,59571,2025-07-09,29,3115,8.85,21785,59761,430,rankings-20250709-210408-2d1be947,"{Action,Drama,Suspense}",Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack
499,60022,2025-07-09,11,2032,9.00,91033,127097,2263,rankings-20250709-210408-2d1be947,"{Action,Adventure,Fantasy}",One Piece Fan Letter
500,60489,2025-07-09,30,1413,8.84,90069,189898,3963,rankings-20250709-210408-2d1be947,"{Drama,Sci-Fi}",Takopii no Genzai
501,1,2025-07-10,47,42,8.72,1048965,1955118,88054,rankings-20250710-210408-21577488,"{Action,""Award Winning"",Sci-Fi}",Cowboy Bebop
502,19,2025-07-10,21,117,8.94,468443,1283873,60427,rankings-20250710-210408-21577488,"{Drama,Mystery,Suspense}",Monster
503,199,2025-07-10,43,44,8.74,1370263,1998897,34818,rankings-20250710-210408-21577488,"{Adventure,""Award Winning"",Fantasy}",Sen to Chihiro no Kamikakushi
504,263,2025-07-10,32,356,8.83,320034,664789,24782,rankings-20250710-210408-21577488,{Sports},Hajime no Ippo
505,820,2025-07-10,7,768,9.06,84955,345729,17117,rankings-20250710-210408-21577488,"{Drama,Sci-Fi}",Ginga Eiyuu Densetsu
506,918,2025-07-10,18,148,8.95,406184,1140248,60724,rankings-20250710-210408-21577488,"{Action,Comedy,Sci-Fi}",Gintama
507,2904,2025-07-10,16,47,8.96,1279587,1855632,81332,rankings-20250710-210408-21577488,"{Action,""Award Winning"",Drama,Sci-Fi}",Code Geass: Hangyaku no Lelouch R2
508,2921,2025-07-10,42,3055,8.76,24065,63940,3053,rankings-20250710-210408-21577488,"{Drama,Sports}",Ashita no Joe 2
509,4181,2025-07-10,14,119,8.97,684630,1250936,72267,rankings-20250710-210408-21577488,"{Drama,Romance}",Clannad: After Story
510,5114,2025-07-10,2,2,9.14,2183983,3552186,238414,rankings-20250710-210408-21577488,"{Action,Adventure,Drama,Fantasy}",Fullmetal Alchemist: Brotherhood
511,9253,2025-07-10,6,13,9.07,1490815,2768865,194874,rankings-20250710-210408-21577488,"{Drama,Sci-Fi,Suspense}",Steins;Gate
512,9969,2025-07-10,12,394,8.99,249438,601400,8320,rankings-20250710-210408-21577488,"{Action,Comedy,Sci-Fi}",Gintama'
513,11061,2025-07-10,9,8,9.03,1929204,3029856,228770,rankings-20250710-210408-21577488,"{Action,Adventure,Fantasy}",Hunter x Hunter (2011)
514,15335,2025-07-10,28,1038,8.85,143995,254370,2129,rankings-20250710-210408-21577488,"{Action,Comedy,Sci-Fi}",Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare
515,15417,2025-07-10,8,740,9.04,175794,340515,3071,rankings-20250710-210408-21577488,"{Action,Comedy,Sci-Fi}",Gintama': Enchousen
516,17074,2025-07-10,46,330,8.73,382776,697174,23728,rankings-20250710-210408-21577488,"{Comedy,Mystery,Romance,Supernatural}",Monogatari Series: Second Season
517,28851,2025-07-10,15,19,8.96,1700145,2526542,94059,rankings-20250710-210408-21577488,"{""Award Winning"",Drama}",Koe no Katachi
518,28977,2025-07-10,3,353,9.10,264573,662196,16882,rankings-20250710-210408-21577488,"{Action,Comedy,Sci-Fi}",Gintama°
519,31758,2025-07-10,44,503,8.73,283674,498875,7725,rankings-20250710-210408-21577488,"{Action,Mystery,Supernatural}",Kizumonogatari III: Reiketsu-hen
520,32281,2025-07-10,31,11,8.83,1973953,2909905,94827,rankings-20250710-210408-21577488,"{""Award Winning"",Drama}",Kimi no Na wa.
521,32935,2025-07-10,34,115,8.82,829131,1312464,15982,rankings-20250710-210408-21577488,{Sports},Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou
522,34096,2025-07-10,17,787,8.95,155473,336743,2755,rankings-20250710-210408-21577488,"{Action,Comedy,Sci-Fi}",Gintama.
523,35180,2025-07-10,20,576,8.94,216338,431124,15695,rankings-20250710-210408-21577488,{Drama},3-gatsu no Lion 2nd Season
524,35247,2025-07-10,30,583,8.84,202552,432117,8839,rankings-20250710-210408-21577488,"{Comedy,Mystery,Supernatural}",Owarimonogatari 2nd Season
525,36838,2025-07-10,36,1148,8.80,111605,225431,1186,rankings-20250710-210408-21577488,"{Action,Comedy,Sci-Fi}",Gintama. Shirogane no Tamashii-hen
526,37491,2025-07-10,22,1246,8.92,106286,213769,1054,rankings-20250710-210408-21577488,"{Action,Comedy,Sci-Fi}",Gintama. Shirogane no Tamashii-hen - Kouhan-sen
527,37510,2025-07-10,40,71,8.79,1063272,1650742,32690,rankings-20250710-210408-21577488,"{Action,Comedy,Supernatural}",Mob Psycho 100 II
528,37521,2025-07-10,41,65,8.78,998308,1704928,54782,rankings-20250710-210408-21577488,"{Action,Adventure,Drama}",Vinland Saga
529,37987,2025-07-10,29,338,8.85,316546,692393,9196,rankings-20250710-210408-21577488,"{""Award Winning"",Drama}",Violet Evergarden Movie
530,38524,2025-07-10,4,20,9.09,1735161,2539222,60180,rankings-20250710-210408-21577488,"{Action,Drama,Suspense}",Shingeki no Kyojin Season 3 Part 2
531,39486,2025-07-10,5,1533,9.08,82861,169894,4486,rankings-20250710-210408-21577488,"{Action,Comedy,Drama,Sci-Fi}",Gintama: The Final
532,40028,2025-07-10,37,30,8.79,1425119,2157399,54598,rankings-20250710-210408-21577488,"{Action,Drama,Suspense}",Shingeki no Kyojin: The Final Season
533,40682,2025-07-10,39,2035,8.79,50296,126894,2406,rankings-20250710-210408-21577488,{Action},Kingdom 3rd Season
534,41467,2025-07-10,19,371,8.95,358274,657153,22447,rankings-20250710-210408-21577488,"{Action,Adventure,Supernatural}",Bleach: Sennen Kessen-hen
535,42938,2025-07-10,11,461,8.99,273270,552607,21658,rankings-20250710-210408-21577488,"{Drama,Romance,Supernatural}",Fruits Basket: The Final
536,43608,2025-07-10,13,167,8.97,606823,1035870,32138,rankings-20250710-210408-21577488,"{Comedy,Romance}",Kaguya-sama wa Kokurasetai: Ultra Romantic
537,47917,2025-07-10,50,315,8.70,437489,700422,34298,rankings-20250710-210408-21577488,{Comedy},Bocchi the Rock!
538,48583,2025-07-10,38,95,8.79,867227,1437683,32363,rankings-20250710-210408-21577488,"{Action,Drama,Suspense}",Shingeki no Kyojin: The Final Season Part 2
539,49387,2025-07-10,27,281,8.87,430903,773785,18511,rankings-20250710-210408-21577488,"{Action,Adventure,Drama}",Vinland Saga Season 2
540,51009,2025-07-10,48,122,8.72,689937,1265237,25066,rankings-20250710-210408-21577488,"{Action,Supernatural}",Jujutsu Kaisen 2nd Season
541,51535,2025-07-10,25,273,8.88,480886,773175,16883,rankings-20250710-210408-21577488,"{Action,Drama,Suspense}",Shingeki no Kyojin: The Final Season - Kanketsu-hen
542,52991,2025-07-10,1,134,9.27,704530,1230313,74250,rankings-20250710-210408-21577488,"{Adventure,Drama,Fantasy}",Sousou no Frieren
543,54492,2025-07-10,26,322,8.87,392383,707367,22299,rankings-20250710-210408-21577488,"{Drama,Mystery}",Kusuriya no Hitorigoto
544,55255,2025-07-10,49,6897,8.72,4129,10576,593,rankings-20250710-210408-21577488,"{Drama,Sci-Fi,Suspense}",Alien Stage
545,55690,2025-07-10,45,950,8.73,158104,281072,5951,rankings-20250710-210408-21577488,"{Comedy,Romance}",Boku no Kokoro no Yabai Yatsu 2nd Season
546,58514,2025-07-10,23,677,8.91,166002,375421,5485,rankings-20250710-210408-21577488,"{Drama,Mystery}",Kusuriya no Hitorigoto 2nd Season
547,59192,2025-07-10,33,1434,8.82,9079,178147,1582,rankings-20250710-210408-21577488,"{Action,Supernatural}",Kimetsu no Yaiba Movie: Mugen Jou-hen
548,59571,2025-07-10,35,3187,8.81,21677,59697,411,rankings-20250710-210408-21577488,"{Action,Drama,Suspense}",Shingeki no Kyojin Movie: Kanketsu-hen - The Last Attack
549,60022,2025-07-10,10,1958,9.01,88250,121340,2387,rankings-20250710-210408-21577488,"{Action,Adventure,Fantasy}",One Piece Fan Letter
550,60489,2025-07-10,24,1398,8.91,91129,192593,3890,rankings-20250710-210408-21577488,"{Drama,Sci-Fi}",Takopii no Genzai
551,1,2025-07-11,50,42,8.72,1043654,2011247,89214,rankings-20250711-210408-d445b696,"{Action,""Award Winning"",Sci-Fi}",Cowboy Bebop
552,19,2025-07-11,22,116,8.90,470516,1238535,59582,rankings-20250711-210408-d445b696,"{Drama,Mystery,Suspense}",Monster
553,199,2025-07-11,32,44,8.82,1382244,2025958,34037,rankings-20250711-210408-d445b696,"{Adventure,""Award Winning"",Fantasy}",Sen to Chihiro no Kamikakushi
554,263,2025-07-11,39,353,8.79,317320,658344,24039,rankings-20250711-210408-d445b696,{Sports},Hajime no Ippo
555,820,2025-07-11,8,729,9.02,82860,340399,17650,rankings-20250711-210408-d445b696,"{Drama,Sci-Fi}",Ginga Eiyuu Densetsu
556,918,2025-07-11,17,144,8.94,419146,1132177,59193,rankings-20250711-210408-d445b696,"{Action,Comedy,Sci-Fi}",Gintama
557,2904,2025-07-11,23,46,8.90,1224534,1913081,77006,rankings-20250711-210408-d445b696,"{Action,""Award Winning"",Drama,Sci-Fi}",Code Geass: Hangyaku no Lelouch R2
558,2921,2025-07-11,42,2983,8.77,24058,63033,3046,rankings-20250711-210408-d445b696,"{Drama,Sports}",Ashita no Joe 2
559,4181,2025-07-11,15,122,8.96,676707,1277244,73564,rankings-20250711-210408-d445b696,"{Drama,Romance}",Clannad: After Story
560,5114,2025-07-11,7,3,9.05,2273480,3504436,239325,rankings-20250711-210408-d445b696,"{Action,Adventure,Drama,Fantasy}",Fullmetal Alchemist: Brotherhood
